model,disease,horizon,n,mae,rmse,r2,smape,mape,origin
prophet,hepatite,6,23,0.43251659065709175,0.9387277285009232,0.21256764049376697,173.8517133217169,22.54870545025012,origin_202212
seasonal_naive,hepatite,12,23,0.21739130434782608,0.6915640748081247,0.5576923076923075,148.71794871794873,11.304347826086957,origin_202212
seasonal_ma3,hepatite,12,23,0.18840579882912015,0.38698637717870155,0.861499609635519,153.70370333117467,15.362319013346799,origin_202212
sarima,hepatite,12,23,0.14182215309210033,0.2776388334573479,0.9287114033999272,184.21765798558212,11.92274358175589,origin_202212
lgbm,hepatite,12,23,0.12185599253930814,0.22304185800227702,0.9539921020056537,180.82646794855327,10.711680156515069,origin_202212
catboost,hepatite,12,23,0.1432840093298791,0.23141185638755823,0.9504742734101516,181.9043270443246,13.395841563152358,origin_202212
xgboost,hepatite,12,23,0.12801741221514734,0.23457982900301697,0.9491090012646507,181.61741210123122,11.2883114968629,origin_202212
prophet,hepatite,12,23,0.22350563380495844,0.7232372362005247,0.5162497538313475,156.5332577175839,11.139889912162696,origin_202212
seasonal_naive,hiv_aids,1,23,1.6956521739130435,2.710687382741972,0.9919445756965342,58.47016173371388,52.93252025831928,origin_201912
seasonal_ma3,hiv_aids,1,23,3.0289856869241465,5.5781670423490874,0.96588757583913,62.88758228749085,76.63027078827382,origin_201912
sarima,hiv_aids,1,23,2.8978640126145403,6.2638999298481695,0.9569850745791381,72.56917667852258,58.37133446719125,origin_201912
lgbm,hiv_aids,1,23,3.676881927278251,10.499087148032503,0.8791539015685839,49.568232968188894,40.81323872898778,origin_201912
catboost,hiv_aids,1,23,3.6875709851958303,10.291371391656876,0.8838882810072365,49.51053980834782,42.595648035830706,origin_201912
xgboost,hiv_aids,1,23,3.1173785737027293,7.781418103669801,0.9336185011243201,49.10306147913114,42.32641248143725,origin_201912
prophet,hiv_aids,1,23,4.232865246095121,10.68273937965485,0.8748891948600932,88.57880780171537,70.40855451721256,origin_201912
seasonal_naive,hiv_aids,3,23,3.739130434782609,8.16674060895245,0.9234221915465323,79.76177659253322,89.70113737194481,origin_201912
seasonal_ma3,hiv_aids,3,23,2.7826084287270256,3.5535919251646844,0.9855009175861883,93.57418445353503,112.82778835930323,origin_201912
sarima,hiv_aids,3,23,2.648205658663874,5.3790642012678305,0.9667785284796867,100.12009503884975,79.8421315687025,origin_201912
lgbm,hiv_aids,3,23,3.797181602059916,8.834808031088652,0.9103810927161143,93.69113695389785,96.91446931567114,origin_201912
catboost,hiv_aids,3,23,3.639556227505582,8.508818014472144,0.916872660715724,93.07017773926358,102.29924883217116,origin_201912
xgboost,hiv_aids,3,23,3.364442825317383,7.416066623227287,0.9368530098479445,93.41328893087837,95.5392931440367,origin_201912
prophet,hiv_aids,3,23,2.265673089416056,3.8384241636354686,0.9830834678323507,101.36122651278461,73.91478225415386,origin_201912
seasonal_naive,hiv_aids,6,23,5.478260869565218,13.698619416315042,0.15831778870612168,101.55130884411017,165.76635924462013,origin_201912
seasonal_ma3,hiv_aids,6,23,6.289855129044989,16.549734755638674,-0.22850413884157383,118.36480468731052,180.23715691054448,origin_201912
sarima,hiv_aids,6,23,5.063381837761921,11.526276031089623,0.4041011047342984,136.27285438924127,162.2724816972062,origin_201912
lgbm,hiv_aids,6,23,4.012070729699927,6.928871323172045,0.7846625624629713,119.57113343896579,182.68474848009575,origin_201912
catboost,hiv_aids,6,23,3.2035380455250246,4.435688605044026,0.9117496068417389,117.07598724520108,182.42167448985836,origin_201912
xgboost,hiv_aids,6,23,3.5890151871287306,5.86578477826589,0.8456712647672456,118.21517756584494,170.88347453661638,origin_201912
prophet,hiv_aids,6,23,5.425043346790733,14.397767965056381,0.07020996153387804,129.61045727047374,138.70483881735998,origin_201912
seasonal_naive,hiv_aids,12,23,4.304347826086956,6.082762530298219,0.8999519515835531,136.91074499370043,158.66350659256838,origin_201912
seasonal_ma3,hiv_aids,12,23,3.855072477589483,8.441901459293193,0.8072974532733631,114.53625049490878,109.11572586000126,origin_201912
sarima,hiv_aids,12,23,3.7176727691422338,6.8641358749895005,0.8725972973626626,117.84420465867362,106.91307003434164,origin_201912
lgbm,hiv_aids,12,23,4.188095967367857,7.14542399109002,0.8619415780194682,110.92943288273098,134.38726435310772,origin_201912
catboost,hiv_aids,12,23,3.174660406581279,4.535085421997186,0.9443868056688686,108.37444141486384,139.9181898746455,origin_201912
xgboost,hiv_aids,12,23,3.353583279511203,4.628948484935398,0.9420609202994221,111.96894085035555,124.79024443408039,origin_201912
prophet,hiv_aids,12,23,2.959255562594959,5.052666099069598,0.9309683751411012,112.8426254422401,77.35745691236045,origin_201912
seasonal_naive,hiv_aids,1,23,4.869565217391305,11.447422341333858,0.668911432064802,108.50718658407446,122.9048246439551,origin_202012
seasonal_ma3,hiv_aids,1,23,4.724637404732082,10.550086563039438,0.7187834865889415,104.91725112067523,115.8503232030903,origin_202012
sarima,hiv_aids,1,23,1.7212673241029615,2.488537366846392,0.9843535035455118,86.85684897224512,51.47239278138818,origin_202012
lgbm,hiv_aids,1,23,1.825176116498167,2.3239987896778374,0.9863541507714814,89.85909719860179,77.48961131917474,origin_202012
catboost,hiv_aids,1,23,2.329321402331361,3.779357516483342,0.9639118410296111,89.16389175013826,79.48615285084857,origin_202012
xgboost,hiv_aids,1,23,1.9097031277158987,2.4738295346712866,0.9845379058357322,92.02644267338238,79.83569008469829,origin_202012
prophet,hiv_aids,1,23,2.677481965258953,3.767607538599265,0.964135887528478,93.47380390976086,104.67170704232093,origin_202012
seasonal_naive,hiv_aids,3,23,4.0,11.147235960775989,0.6604262881112524,97.34957227780194,112.2832443427409,origin_202012
seasonal_ma3,hiv_aids,3,23,3.6231886278028074,9.015285955255242,0.7778948203189058,98.01450410570803,108.86419436480502,origin_202012
sarima,hiv_aids,3,23,1.9923876112569934,3.0954566602951195,0.973815207957413,99.93716612864016,77.37490617762619,origin_202012
lgbm,hiv_aids,3,23,1.8727302981054,2.783897446133741,0.9788209664320218,88.8983424824901,89.58889588712016,origin_202012
catboost,hiv_aids,3,23,1.6355812061980806,2.0711067340738425,0.9882779212411696,89.35637272713035,99.3695728392386,origin_202012
xgboost,hiv_aids,3,23,1.7434059200079546,2.2495660992081263,0.9861707957579905,89.87402677651984,86.22574446010537,origin_202012
prophet,hiv_aids,3,23,2.4054535935456727,4.608499619004769,0.9419611517703654,99.84774548527993,81.07470420595423,origin_202012
seasonal_naive,hiv_aids,6,23,2.4782608695652173,4.037864265436242,0.9341743749427603,117.17182900324816,73.97959528394311,origin_202012
seasonal_ma3,hiv_aids,6,23,4.304347610991934,12.279159288506492,0.39126422407118655,108.18652146332998,92.1212196200631,origin_202012
sarima,hiv_aids,6,23,2.3565435707569122,5.945357980726242,0.8572922434628997,108.47277358172036,55.85966486077587,origin_202012
lgbm,hiv_aids,6,23,1.8124218890534365,2.5511131040800636,0.9737245001150214,107.57621758131248,81.00482613349473,origin_202012
catboost,hiv_aids,6,23,1.5874106367386485,1.8155368341646494,0.9866923402326652,105.76958486166308,89.94564925850923,origin_202012
xgboost,hiv_aids,6,23,2.1541468514048536,4.113391429842365,0.931688843528496,107.76329681524872,75.06930729203881,origin_202012
prophet,hiv_aids,6,23,2.9969794968882284,7.9617533362008635,0.7440771891300986,117.1524726819062,59.576254671643866,origin_202012
seasonal_naive,hiv_aids,12,23,3.130434782608696,4.745707442566891,0.9248062406907172,114.073161046326,91.05118423874745,origin_202012
seasonal_ma3,hiv_aids,12,23,2.840579814237097,6.0273135008788215,0.8787093184214203,79.61021314729295,75.93216097287865,origin_202012
sarima,hiv_aids,12,23,3.2275622947060545,5.374778370701187,0.9035502745413571,109.86542592748737,105.13352568605153,origin_202012
lgbm,hiv_aids,12,23,2.8123634294078967,6.423257044411754,0.8622503582969908,66.04846377275993,68.34663772888726,origin_202012
catboost,hiv_aids,12,23,1.5003210093573949,2.249308888804986,0.9831081166691764,59.729611806942614,64.9909714419551,origin_202012
xgboost,hiv_aids,12,23,2.9265682528848234,7.187194634970379,0.8275359079840134,66.94076552874209,63.625472183831974,origin_202012
prophet,hiv_aids,12,23,1.9526745877226592,3.3159624535478933,0.9632887575454008,108.64648234155459,65.70087363296834,origin_202012
seasonal_naive,hiv_aids,1,23,3.5217391304347827,8.248847086767311,0.9082158247698702,95.32185037482277,64.1143532511819,origin_202112
seasonal_ma3,hiv_aids,1,23,1.7391303959100142,2.799240734411062,0.9894303208899725,80.57568906068668,60.237412074850596,origin_202112
sarima,hiv_aids,1,23,3.037153209093958,8.557545915245429,0.9012175530600981,99.08573506818571,43.460138633062364,origin_202112
lgbm,hiv_aids,1,23,3.1496394330332387,9.016065067178527,0.8903482976837321,80.58808888788091,43.74430245343613,origin_202112
catboost,hiv_aids,1,23,3.5494751381130287,10.538136322615518,0.8502009950417393,81.86514962775709,47.81267213879655,origin_202112
xgboost,hiv_aids,1,23,3.2548414611298107,9.239706139079189,0.8848410697278517,82.8938522422588,44.761414467701755,origin_202112
prophet,hiv_aids,1,23,3.9377579715964375,11.21950346312501,0.8302035610568116,105.4653236713705,61.0761110881665,origin_202112
seasonal_naive,hiv_aids,3,23,2.5652173913043477,3.872983346207417,0.967092166815965,103.8539735463266,65.41702507163701,origin_202112
seasonal_ma3,hiv_aids,3,23,2.768115827570791,3.9532286677061435,0.9657143884589807,94.46357932249063,70.49491205909833,origin_202112
sarima,hiv_aids,3,23,2.121762006300623,3.2757139900938617,0.9764592671334299,103.04195017219853,51.721571567991134,origin_202112
lgbm,hiv_aids,3,23,2.0034958601207906,3.3636671819063837,0.975178154732236,74.94998116807872,46.611426832867274,origin_202112
catboost,hiv_aids,3,23,1.7196989790206156,2.255645619677749,0.9888378008424104,75.06341483523983,50.19920369541022,origin_202112
xgboost,hiv_aids,3,23,1.791742611190547,3.0319617795345897,0.9798323417810313,72.76860605491562,41.91984526119192,origin_202112
prophet,hiv_aids,3,23,2.5952056010431592,4.33145796853456,0.9588399174610455,98.06214455648559,53.906723208092174,origin_202112
seasonal_naive,hiv_aids,6,23,2.217391304347826,4.308737331435318,0.9485396602496253,95.65743257138213,59.69107551487415,origin_202112
seasonal_ma3,hiv_aids,6,23,1.9855073055495387,2.6126780392344613,0.9810789863140267,98.17710787499054,81.76536482495264,origin_202112
sarima,hiv_aids,6,23,1.8815330059632012,2.4915424673681335,0.9827928399574332,102.75656838416221,79.4855306301071,origin_202112
lgbm,hiv_aids,6,23,1.7151260428798758,2.4507641122706265,0.9833514799142626,68.09610879304641,57.00380840575892,origin_202112
catboost,hiv_aids,6,23,1.719283908305142,2.6312793033102655,0.9808086065288069,63.90213893659975,56.599251535503484,origin_202112
xgboost,hiv_aids,6,23,1.6089804224345996,2.322240259316027,0.9850518684917067,71.26842089823306,60.464038378685956,origin_202112
prophet,hiv_aids,6,23,1.9790052873872674,2.671422012867944,0.9802185733158048,117.5950652222396,67.4518532071445,origin_202112
seasonal_naive,hiv_aids,12,23,3.782608695652174,7.135337656920019,0.9058879027185687,106.75459982973085,106.20486460066671,origin_202112
seasonal_ma3,hiv_aids,12,23,2.8985508304575216,4.895033894546019,0.9557077442085015,85.56326671320417,93.93547400812126,origin_202112
sarima,hiv_aids,12,23,2.584989535257868,4.793512368696029,0.9575259085943905,95.80989615999893,92.1545372332744,origin_202112
lgbm,hiv_aids,12,23,3.7107712413172123,9.652473239269602,0.8277760263931178,79.36656834041635,76.85680990785376,origin_202112
catboost,hiv_aids,12,23,2.7398844187393325,5.97923359599286,0.9339143091928406,74.54451940286964,70.78272566787687,origin_202112
xgboost,hiv_aids,12,23,3.3334671965111857,7.614490961259916,0.8928238521038205,82.31192098030708,79.732848918879,origin_202112
prophet,hiv_aids,12,23,3.311670079641385,8.50043642756981,0.8664331019152511,104.04444666444898,79.88703778153254,origin_202112
seasonal_naive,hiv_aids,1,23,2.130434782608696,2.9562020287494915,0.9873805065267595,75.49589193211136,68.80811457230308,origin_202212
seasonal_ma3,hiv_aids,1,23,2.2173911138721136,3.0447546030826937,0.9866131531981573,78.65736542545065,63.093602918855204,origin_202212
sarima,hiv_aids,1,23,2.4309427284676097,3.886084801650236,0.9781928832381807,88.21782278293281,55.518726188472826,origin_202212
lgbm,hiv_aids,1,23,2.7010765286629796,5.172234559571575,0.9613695181241071,67.34826786225076,49.76071149188924,origin_202212
catboost,hiv_aids,1,23,2.5840719246528034,4.650361599970665,0.9687717858028793,67.45242697795392,49.92018619849706,origin_202212
xgboost,hiv_aids,1,23,2.7314602162527,5.270344052442514,0.9598900947156439,69.79778375249822,49.22520734742207,origin_202212
prophet,hiv_aids,1,23,4.87213452613099,13.175975200877238,0.7493087132664484,97.57454574368438,64.92842727638302,origin_202212
seasonal_naive,hiv_aids,3,23,2.869565217391304,5.208688393694587,0.9588576932558953,83.22398020046397,89.8207898683442,origin_202212
seasonal_ma3,hiv_aids,3,23,2.202898436266443,3.462706410377282,0.9818170968269411,87.44727867295359,74.22558465900458,origin_202212
sarima,hiv_aids,3,23,1.885160999291617,2.986060581837454,0.9864783679663471,92.73564819453162,45.37707214441424,origin_202212
lgbm,hiv_aids,3,23,2.005243401629905,3.3386944434350645,0.9830961654684289,82.76940213565406,57.64699855457952,origin_202212
catboost,hiv_aids,3,23,1.8458796794062018,2.7393458379323388,0.9886204362401093,83.92043479681057,63.71347459925881,origin_202212
xgboost,hiv_aids,3,23,1.756272218797518,2.5335905634734512,0.9902656994799386,84.99045012863209,60.21770572668049,origin_202212
prophet,hiv_aids,3,23,4.628343827170181,10.594297168462342,0.8297934826791761,104.63434910148138,74.13269488431028,origin_202212
seasonal_naive,hiv_aids,6,23,1.7391304347826086,2.467175818975845,0.9852094108568437,75.5019177397784,53.224429677165745,origin_202212
seasonal_ma3,hiv_aids,6,23,2.5072464813356814,4.782718960772463,0.9444178940959805,86.00733902617456,60.25944787225037,origin_202212
sarima,hiv_aids,6,23,2.374747743425162,4.672339451322227,0.9469538281136297,103.9722886628036,65.22417328101942,origin_202212
lgbm,hiv_aids,6,23,1.7648548678327416,3.002170057207952,0.9780994081342844,75.77755599484557,53.78087831775588,origin_202212
catboost,hiv_aids,6,23,2.4196187227433597,5.205236036536031,0.9341635918086216,77.8354078254062,59.824163408616,origin_202212
xgboost,hiv_aids,6,23,1.9840518132500027,3.784651540008301,0.9651953659029014,76.00434629245233,51.93926139434023,origin_202212
prophet,hiv_aids,6,23,2.6465007883012617,4.711329963827565,0.9460647970894535,130.32545933488927,64.7798725084824,origin_202212
seasonal_naive,hiv_aids,12,23,3.260869565217391,4.388720720804343,0.9556000034861122,100.15051702798739,90.41281785847004,origin_202212
seasonal_ma3,hiv_aids,12,23,2.1304347722426704,3.0064343438106533,0.979164184954516,76.51937242140438,52.8674721335437,origin_202212
sarima,hiv_aids,12,23,3.5491871360851373,5.252796326151527,0.9363954522355026,111.98254968235068,77.33091734589021,origin_202212
lgbm,hiv_aids,12,23,2.3672599784262047,3.038278419049736,0.9787204625520524,84.10848335821275,62.74413207128319,origin_202212
catboost,hiv_aids,12,23,2.6037568121271404,3.8184982060997124,0.9663881646362548,80.99414877908066,67.06312829456925,origin_202212
xgboost,hiv_aids,12,23,2.4016448220481044,3.303143195679792,0.9748486182805333,82.84412598961389,60.59121689130947,origin_202212
prophet,hiv_aids,12,23,3.8581391801467757,7.580149592054067,0.8675467562324787,109.19873411282066,57.1669768641247,origin_202212
seasonal_naive,sifilis,1,23,3.652173913043478,6.433607413250057,0.8773113387273909,99.36446886446886,65.38781214584617,origin_201912
seasonal_ma3,sifilis,1,23,3.9420289850753285,6.765927708316597,0.8643093191387029,105.69975702437806,78.21808081527881,origin_201912
sarima,sifilis,1,23,3.166921687190947,7.353609750314469,0.8397136747517892,82.18628202793184,53.88815770503294,origin_201912
lgbm,sifilis,1,23,3.252105970215968,6.736840914984682,0.8654734826590404,85.07362211677594,50.504661407509325,origin_201912
catboost,sifilis,1,23,3.02945674999425,6.89855015455859,0.8589376977929151,78.20694004611252,47.30509303137267,origin_201912
xgboost,sifilis,1,23,2.7652771301243617,5.743249987395159,0.9022288427002545,80.56905356129016,46.42124268758414,origin_201912
prophet,sifilis,1,23,3.6543894021763976,7.451795877042136,0.8354047813134509,95.6313324488994,64.1524152009989,origin_201912
seasonal_naive,sifilis,3,23,4.3478260869565215,10.541842096266132,0.7016413077680447,95.21703880914404,66.85770750988142,origin_201912
seasonal_ma3,sifilis,3,23,3.6811593602532926,8.366022585679701,0.8120926591049928,94.64882861146633,73.33918917372817,origin_201912
sarima,sifilis,3,23,3.9991165558281154,8.48951725192595,0.8065041424632514,101.84403684129381,80.52853024151172,origin_201912
lgbm,sifilis,3,23,3.76178623286834,8.735780313524458,0.795115507079957,99.75249712822665,69.98171664332142,origin_201912
catboost,sifilis,3,23,3.7964437516115797,8.693529712842492,0.7970925621392227,100.14554941374718,68.73306676242855,origin_201912
xgboost,sifilis,3,23,3.571699583336063,8.357526011573755,0.812474144545439,99.28093856140286,66.45006645148555,origin_201912
prophet,sifilis,3,23,3.257419071591431,6.824833014373325,0.8749482594139792,96.0026683505261,73.10535828425357,origin_201912
seasonal_naive,sifilis,6,23,2.652173913043478,3.432580471839251,0.9145508883527089,73.65315462569467,92.20743524341725,origin_201912
seasonal_ma3,sifilis,6,23,2.173913053844286,3.0040231163644413,0.934555577793213,76.84512841391167,68.64841918533179,origin_201912
sarima,sifilis,6,23,1.7960435754579047,2.4045432337506334,0.9580693806452308,89.58249898639252,56.25277584679307,origin_201912
lgbm,sifilis,6,23,1.9688943303868527,2.6050908139146505,0.9507833746341744,89.06802846283333,61.67382027221755,origin_201912
catboost,sifilis,6,23,2.10497322439939,2.9655629363694627,0.9362206061205636,86.48531548150639,57.73003408638141,origin_201912
xgboost,sifilis,6,23,2.165520923293155,2.9931050176905183,0.9350304277908686,94.49191106283396,58.674064193263554,origin_201912
prophet,sifilis,6,23,2.203129179291075,3.3965403829955974,0.9163358001030075,88.6932696874419,57.408481254952484,origin_201912
seasonal_naive,sifilis,12,23,3.608695652173913,6.457217061080806,0.8697472540451163,76.01686802667193,75.43972596366343,origin_201912
seasonal_ma3,sifilis,12,23,3.4782608851142554,7.485896575827167,0.8249412746500183,99.65802460972893,73.27533157896141,origin_201912
sarima,sifilis,12,23,3.2694349554569824,6.912613196289692,0.8507272173402431,96.24342036923726,62.28614660224886,origin_201912
lgbm,sifilis,12,23,3.321043523921947,8.284773989350056,0.7855838729840006,96.57471143034707,49.87304903921894,origin_201912
catboost,sifilis,12,23,3.620516056528097,9.317676586041483,0.7287864515593909,97.22772451872561,53.35523661759054,origin_201912
xgboost,sifilis,12,23,3.5764239385076193,9.18276076404927,0.7365836932377201,97.97571115864656,50.607463882081596,origin_201912
prophet,sifilis,12,23,3.2229340773748225,6.112060919296632,0.8832998363508255,103.94593183578098,75.31128450890901,origin_201912
seasonal_naive,sifilis,1,23,3.1739130434782608,4.9122738912451425,0.9058322759597509,97.0948121938834,130.2438416203025,origin_202012
seasonal_ma3,sifilis,1,23,2.5362320075864377,3.4787137722816475,0.9527747440872746,109.77273794926138,118.42624193372711,origin_202012
sarima,sifilis,1,23,1.9568245634436607,2.642672421811783,0.9727464179169981,101.4958703569231,83.28816917684654,origin_202012
lgbm,sifilis,1,23,2.209665574058953,2.8731869902829192,0.9677845123674473,106.1656412016773,83.44683111382841,origin_202012
catboost,sifilis,1,23,2.3092948179260437,3.048529139874878,0.9637324992924219,104.99793694094144,90.73116587100974,origin_202012
xgboost,sifilis,1,23,2.038248176484004,2.6118419194522,0.9733786115387154,104.07805072209013,88.78341257085562,origin_202012
prophet,sifilis,1,23,2.22985036999286,2.725971893521486,0.9710012235364103,104.34213763939819,95.86451807016056,origin_202012
seasonal_naive,sifilis,3,23,3.652173913043478,6.507520732733513,0.7903847593382738,103.54968068398351,96.03403026856793,origin_202012
seasonal_ma3,sifilis,3,23,1.913043480852376,2.643011035308095,0.9654228106610689,85.86092985616993,85.77984861582209,origin_202012
sarima,sifilis,3,23,1.8949381313894107,2.8460250680010355,0.9599069424565072,74.1692102944323,77.1976303268031,origin_202012
lgbm,sifilis,3,23,1.5412049171326598,2.2450230384444163,0.97505213763732,71.69251945158935,65.53108509340562,origin_202012
catboost,sifilis,3,23,1.6002750924561093,2.194378574537975,0.9761650171539878,74.00891044630399,77.53970918378917,origin_202012
xgboost,sifilis,3,23,1.5299599546453226,2.0544363721627743,0.9791081390912179,73.09458548859726,71.5734773117775,origin_202012
prophet,sifilis,3,23,1.5835707331012259,2.307621159448639,0.9736414958565568,69.88497336227294,76.41335616630174,origin_202012
seasonal_naive,sifilis,6,23,3.347826086956522,5.53644054542659,0.8758935815206577,83.2646202988116,68.10537166618617,origin_202012
seasonal_ma3,sifilis,6,23,3.043478312699691,5.343288018219176,0.8844020504435686,74.43730442938642,73.93013650536157,origin_202012
sarima,sifilis,6,23,2.057315345691598,2.7477265430345246,0.9694310881323815,87.22613335166287,62.410929248557935,origin_202012
lgbm,sifilis,6,23,2.3718701887305165,3.515234570616346,0.9499687235619623,87.7842071652055,55.97942971854742,origin_202012
catboost,sifilis,6,23,2.095045905358643,2.6472858044907794,0.9716250814585218,91.30318680015266,57.40675885942525,origin_202012
xgboost,sifilis,6,23,1.8240466665314592,2.6893986466523603,0.9707151282957611,86.17121120631394,59.3025900664375,origin_202012
prophet,sifilis,6,23,2.6535575727890817,3.4628119549068686,0.9514498274072031,97.25105374785787,85.21325841151345,origin_202012
seasonal_naive,sifilis,12,23,3.260869565217391,5.204513091705999,0.8753306187791466,80.25790773643534,55.5189972581277,origin_202012
seasonal_ma3,sifilis,12,23,2.681159460026285,4.165072296386949,0.920155559556146,74.48684566433751,56.1822690773001,origin_202012
sarima,sifilis,12,23,2.8747081776028094,4.012597950500613,0.9258944239991008,85.4539603551574,75.7249809906162,origin_202012
lgbm,sifilis,12,23,3.2005931690078113,5.0977161397999415,0.880394571705943,86.74785834341947,64.23057550762823,origin_202012
catboost,sifilis,12,23,3.031970664829316,4.556959560814965,0.9044237597255895,87.25508042544637,66.3072136286646,origin_202012
xgboost,sifilis,12,23,2.9369740233473154,4.097549081215039,0.9227234149248353,88.76783764697421,65.24040997182227,origin_202012
prophet,sifilis,12,23,2.5182078199842506,3.527940887386521,0.9427148317960542,84.34568675986999,77.5716356106383,origin_202012
seasonal_naive,sifilis,1,23,2.5217391304347827,3.934242095952563,0.9299608232254974,95.94777152671891,81.89569299857114,origin_202112
seasonal_ma3,sifilis,1,23,2.6086955044580544,3.841044241438619,0.9332398214170328,98.33668355762069,98.54833854242023,origin_202112
sarima,sifilis,1,23,2.8220523077508677,4.1682770776511004,0.9213801825558836,96.8081210017841,112.67191819024573,origin_202112
lgbm,sifilis,1,23,2.8672616479102895,4.268499130743406,0.9175540615997112,98.26090585868216,103.62795333252642,origin_202112
catboost,sifilis,1,23,2.674918818438691,4.352168259383142,0.9142902505673574,96.57970571980135,90.3271168721636,origin_202112
xgboost,sifilis,1,23,2.622773416340351,4.132566863296385,0.9227215061903024,95.60117880005217,95.46859974946162,origin_202112
prophet,sifilis,1,23,2.4992219542400416,3.5614621091536436,0.9426048061197737,95.07496004832375,99.19988861722604,origin_202112
seasonal_naive,sifilis,3,23,2.739130434782609,4.005431095508892,0.9435028624683797,84.41080179220596,72.12713932393568,origin_202112
seasonal_ma3,sifilis,3,23,2.9710146033245586,4.256850468374908,0.9361876550629421,87.24002471256296,86.55592167212461,origin_202112
sarima,sifilis,3,23,2.463241068565327,3.144517833330054,0.9651794169765333,85.70005894418875,89.49139958591613,origin_202112
lgbm,sifilis,3,23,2.5121483774697,3.5847008402601652,0.9547484197817091,84.00654357794286,73.94911904564876,origin_202112
catboost,sifilis,3,23,2.784431935051743,4.637799953391138,0.924255354362535,84.17731974009797,74.22167947950406,origin_202112
xgboost,sifilis,3,23,2.7212681248784065,4.11482238423083,0.9403747652693197,85.01809899255619,76.81554009184755,origin_202112
prophet,sifilis,3,23,2.4001990743001,3.045182207896579,0.9673446395596835,79.5316417916871,92.73203347050824,origin_202112
seasonal_naive,sifilis,6,23,3.9130434782608696,5.610549070239491,0.8091373816564655,81.48676410759435,74.45998636502068,origin_202112
seasonal_ma3,sifilis,6,23,3.0000000725621763,4.096068599716168,0.8982710433942619,58.03508540358452,59.4437474202795,origin_202112
sarima,sifilis,6,23,3.306601363679637,5.062282841260431,0.8446171938903495,76.37943207980484,60.61260757319158,origin_202112
lgbm,sifilis,6,23,3.2454185691115183,4.603604077695281,0.8714991266452637,79.65606851375857,53.18944577537456,origin_202112
catboost,sifilis,6,23,3.1004464828087426,4.744541121130936,0.8635107091659885,75.56610447511869,51.628375833902695,origin_202112
xgboost,sifilis,6,23,3.405029073033644,4.687888995068585,0.8667507460661228,83.15759966758,58.70892411843784,origin_202112
prophet,sifilis,6,23,3.0309146875739876,4.624979676221979,0.8703030376648591,71.6995629284509,66.61676259779256,origin_202112
seasonal_naive,sifilis,12,23,3.608695652173913,4.885648904433403,0.9034795370809191,76.31167338783152,58.242289111854326,origin_202112
seasonal_ma3,sifilis,12,23,3.130434873311416,4.661487840113274,0.9121333641177772,68.4887197716819,47.18320253985496,origin_202112
sarima,sifilis,12,23,2.76931329784186,4.225812423227474,0.9277903368958995,67.52393028420705,39.29368195734618,origin_202112
lgbm,sifilis,12,23,2.668410572434577,4.492912975445934,0.9183735515004494,70.83587977897295,37.32754000555607,origin_202112
catboost,sifilis,12,23,2.684521627638564,4.426541486220894,0.9207673894225349,69.85937351472329,37.00956986489122,origin_202112
xgboost,sifilis,12,23,2.8719617672588513,4.436413767098095,0.9204135787350539,71.09003873690772,38.4711841269936,origin_202112
prophet,sifilis,12,23,2.681014717654085,4.085540055821863,0.932504653171894,69.5797743689806,46.18876558505292,origin_202112
seasonal_naive,sifilis,1,23,4.304347826086956,7.561343335907863,0.8595333413834422,94.2894494520653,58.46788023283934,origin_202212
seasonal_ma3,sifilis,1,23,3.043478355459545,5.23643908408811,0.9326329629903567,79.22852892945438,44.21046393822464,origin_202212
sarima,sifilis,1,23,2.380530129308286,4.59908515430975,0.9480341259358839,58.077353983602805,31.51608689491564,origin_202212
lgbm,sifilis,1,23,2.413078791889199,5.21881607897353,0.9330856415636651,54.09993769753718,27.097126425973666,origin_202212
catboost,sifilis,1,23,3.2166150350324947,8.970795768288067,0.8022860676629856,50.67630344958065,27.084087309851245,origin_202212
xgboost,sifilis,1,23,2.4691274273006814,5.208053139910781,0.9333613564040016,55.97538950950265,28.641788913554596,origin_202212
prophet,sifilis,1,23,2.5476232710690048,4.722789028730045,0.945201026133285,59.65412005778964,34.68004746595741,origin_202212
seasonal_naive,sifilis,3,23,3.217391304347826,5.166783542390085,0.9212205734687047,80.54666560070117,100.26284584980239,origin_202212
seasonal_ma3,sifilis,3,23,2.811594342407973,4.91079863681183,0.9288333483211841,74.86601637470936,65.4042292133285,origin_202212
sarima,sifilis,3,23,2.8650316842224286,4.242252384191418,0.946891347210571,80.88936651641,94.14287889062089,origin_202212
lgbm,sifilis,3,23,2.8366052337920293,4.47437274075697,0.9409205286015387,79.68531237597195,77.19836220484228,origin_202212
catboost,sifilis,3,23,3.6914373694470215,6.5135973725288165,0.8747971832147821,82.3247460217178,81.57470284287193,origin_202212
xgboost,sifilis,3,23,2.8875573491272717,4.495031733187774,0.9403737078022363,78.51533981983529,78.29990513849097,origin_202212
prophet,sifilis,3,23,2.4496498951210692,3.87883715685507,0.9556007765385901,70.54366972703777,80.61372246763474,origin_202212
seasonal_naive,sifilis,6,23,3.739130434782609,4.881197287195196,0.8930032767958709,96.91984604803888,136.89410260062434,origin_202212
seasonal_ma3,sifilis,6,23,2.3623189511506455,3.2130473357060954,0.9536390845939051,80.32931894670946,91.36392923209034,origin_202212
