model,disease,horizon,origin,cd_mun,time_idx,y_true,y_pred
catboost,hiv_aids,12,origin_201912,3550308,251,95.0,92.222262791714
catboost,hiv_aids,12,origin_201912,3551009,251,1.0,2.294457825699095
catboost,hiv_aids,12,origin_201912,3552205,251,0.0,1.774763065054284
catboost,hiv_aids,12,origin_201912,3554102,251,0.0,1.353854274206248
xgboost,hiv_aids,12,origin_201912,3505708,251,0.0,1.243825078010559
xgboost,hiv_aids,12,origin_201912,3506003,251,2.0,7.436792850494385
xgboost,hiv_aids,12,origin_201912,3509502,251,15.0,8.11437702178955
xgboost,hiv_aids,12,origin_201912,3510609,251,0.0,4.149353504180908
xgboost,hiv_aids,12,origin_201912,3513801,251,1.0,2.4921212196350098
xgboost,hiv_aids,12,origin_201912,3518701,251,0.0,1.242613673210144
xgboost,hiv_aids,12,origin_201912,3518800,251,4.0,11.353316307067871
xgboost,hiv_aids,12,origin_201912,3522208,251,0.0,2.3051557540893555
xgboost,hiv_aids,12,origin_201912,3525904,251,4.0,6.5301127433776855
xgboost,hiv_aids,12,origin_201912,3529401,251,1.0,1.2725536823272705
xgboost,hiv_aids,12,origin_201912,3534401,251,2.0,5.433818340301514
xgboost,hiv_aids,12,origin_201912,3536505,251,1.0,0.2476664036512375
xgboost,hiv_aids,12,origin_201912,3541000,251,0.0,1.1498945951461792
xgboost,hiv_aids,12,origin_201912,3543402,251,6.0,17.367843627929688
xgboost,hiv_aids,12,origin_201912,3547809,251,0.0,1.2742459774017334
xgboost,hiv_aids,12,origin_201912,3548500,251,3.0,2.139065742492676
xgboost,hiv_aids,12,origin_201912,3548708,251,2.0,1.921698808670044
xgboost,hiv_aids,12,origin_201912,3549805,251,14.0,18.394134521484375
xgboost,hiv_aids,12,origin_201912,3549904,251,5.0,13.967138290405273
xgboost,hiv_aids,12,origin_201912,3550308,251,95.0,103.90969848632812
xgboost,hiv_aids,12,origin_201912,3551009,251,1.0,2.048265218734741
xgboost,hiv_aids,12,origin_201912,3552205,251,0.0,0.9144344925880432
xgboost,hiv_aids,12,origin_201912,3554102,251,0.0,1.0699050426483154
prophet,hiv_aids,12,origin_201912,3505708,251,0.0,0.5376833530338455
prophet,hiv_aids,12,origin_201912,3506003,251,2.0,1.8862774851167692
prophet,hiv_aids,12,origin_201912,3509502,251,15.0,0.0
prophet,hiv_aids,12,origin_201912,3510609,251,0.0,3.89281498169197
prophet,hiv_aids,12,origin_201912,3513801,251,1.0,3.154727578135077
prophet,hiv_aids,12,origin_201912,3518701,251,0.0,0.0
prophet,hiv_aids,12,origin_201912,3518800,251,4.0,5.5798732266749616
prophet,hiv_aids,12,origin_201912,3522208,251,0.0,0.8869022316715496
prophet,hiv_aids,12,origin_201912,3525904,251,4.0,7.780866960568632
prophet,hiv_aids,12,origin_201912,3529401,251,1.0,1.1775382375562369
prophet,hiv_aids,12,origin_201912,3534401,251,2.0,4.681046401193549
prophet,hiv_aids,12,origin_201912,3536505,251,1.0,0.23776076132020843
prophet,hiv_aids,12,origin_201912,3541000,251,0.0,0.1393679820087959
prophet,hiv_aids,12,origin_201912,3543402,251,6.0,14.979633170588102
prophet,hiv_aids,12,origin_201912,3547809,251,0.0,0.0
prophet,hiv_aids,12,origin_201912,3548500,251,3.0,0.0
prophet,hiv_aids,12,origin_201912,3548708,251,2.0,1.3661760399035456
prophet,hiv_aids,12,origin_201912,3549805,251,14.0,17.455355631215074
prophet,hiv_aids,12,origin_201912,3549904,251,5.0,10.610317263316086
prophet,hiv_aids,12,origin_201912,3550308,251,95.0,108.49807025385306
prophet,hiv_aids,12,origin_201912,3551009,251,1.0,0.0
prophet,hiv_aids,12,origin_201912,3552205,251,0.0,0.0
prophet,hiv_aids,12,origin_201912,3554102,251,0.0,0.17889495451762968
seasonal_naive,hiv_aids,1,origin_202012,3505708,252,0.0,1.0
seasonal_naive,hiv_aids,1,origin_202012,3506003,252,3.0,5.0
seasonal_naive,hiv_aids,1,origin_202012,3509502,252,14.0,16.0
seasonal_naive,hiv_aids,1,origin_202012,3510609,252,5.0,8.0
seasonal_naive,hiv_aids,1,origin_202012,3513801,252,1.0,0.0
seasonal_naive,hiv_aids,1,origin_202012,3518701,252,0.0,2.0
seasonal_naive,hiv_aids,1,origin_202012,3518800,252,4.0,5.0
seasonal_naive,hiv_aids,1,origin_202012,3522208,252,1.0,4.0
seasonal_naive,hiv_aids,1,origin_202012,3525904,252,3.0,4.0
seasonal_naive,hiv_aids,1,origin_202012,3529401,252,4.0,1.0
seasonal_naive,hiv_aids,1,origin_202012,3534401,252,2.0,5.0
seasonal_naive,hiv_aids,1,origin_202012,3536505,252,1.0,0.0
seasonal_naive,hiv_aids,1,origin_202012,3541000,252,0.0,2.0
seasonal_naive,hiv_aids,1,origin_202012,3543402,252,12.0,16.0
seasonal_naive,hiv_aids,1,origin_202012,3547809,252,1.0,1.0
seasonal_naive,hiv_aids,1,origin_202012,3548500,252,0.0,5.0
seasonal_naive,hiv_aids,1,origin_202012,3548708,252,2.0,3.0
seasonal_naive,hiv_aids,1,origin_202012,3549805,252,5.0,16.0
seasonal_naive,hiv_aids,1,origin_202012,3549904,252,5.0,14.0
seasonal_naive,hiv_aids,1,origin_202012,3550308,252,99.0,151.0
seasonal_naive,hiv_aids,1,origin_202012,3551009,252,0.0,2.0
seasonal_naive,hiv_aids,1,origin_202012,3552205,252,0.0,1.0
seasonal_naive,hiv_aids,1,origin_202012,3554102,252,3.0,1.0
seasonal_ma3,hiv_aids,1,origin_202012,3505708,252,0.0,1.3333333730697632
seasonal_ma3,hiv_aids,1,origin_202012,3506003,252,3.0,6.666666507720947
seasonal_ma3,hiv_aids,1,origin_202012,3509502,252,14.0,15.333333015441895
seasonal_ma3,hiv_aids,1,origin_202012,3510609,252,5.0,4.666666507720947
seasonal_ma3,hiv_aids,1,origin_202012,3513801,252,1.0,2.3333332538604736
seasonal_ma3,hiv_aids,1,origin_202012,3518701,252,0.0,1.6666666269302368
seasonal_ma3,hiv_aids,1,origin_202012,3518800,252,4.0,8.333333015441895
seasonal_ma3,hiv_aids,1,origin_202012,3522208,252,1.0,2.3333332538604736
seasonal_ma3,hiv_aids,1,origin_202012,3525904,252,3.0,5.666666507720947
seasonal_ma3,hiv_aids,1,origin_202012,3529401,252,4.0,1.6666666269302368
seasonal_ma3,hiv_aids,1,origin_202012,3534401,252,2.0,5.333333492279053
seasonal_ma3,hiv_aids,1,origin_202012,3536505,252,1.0,0.0
seasonal_ma3,hiv_aids,1,origin_202012,3541000,252,0.0,1.0
seasonal_ma3,hiv_aids,1,origin_202012,3543402,252,12.0,19.66666603088379
seasonal_ma3,hiv_aids,1,origin_202012,3547809,252,1.0,0.6666666865348816
seasonal_ma3,hiv_aids,1,origin_202012,3548500,252,0.0,4.666666507720947
seasonal_ma3,hiv_aids,1,origin_202012,3548708,252,2.0,1.0
seasonal_ma3,hiv_aids,1,origin_202012,3549805,252,5.0,15.666666984558105
seasonal_ma3,hiv_aids,1,origin_202012,3549904,252,5.0,12.0
seasonal_ma3,hiv_aids,1,origin_202012,3550308,252,99.0,146.3333282470703
seasonal_ma3,hiv_aids,1,origin_202012,3551009,252,0.0,2.0
seasonal_ma3,hiv_aids,1,origin_202012,3552205,252,0.0,0.6666666865348816
seasonal_ma3,hiv_aids,1,origin_202012,3554102,252,3.0,1.3333333730697632
sarima,hiv_aids,1,origin_202012,3505708,252,0.0,0.515884518623352
sarima,hiv_aids,1,origin_202012,3506003,252,3.0,2.7177700996398926
sarima,hiv_aids,1,origin_202012,3509502,252,14.0,12.133304595947266
sarima,hiv_aids,1,origin_202012,3510609,252,5.0,2.68654203414917
sarima,hiv_aids,1,origin_202012,3513801,252,1.0,1.9468929767608643
sarima,hiv_aids,1,origin_202012,3518701,252,0.0,0.40972667932510376
sarima,hiv_aids,1,origin_202012,3518800,252,4.0,4.829529285430908
sarima,hiv_aids,1,origin_202012,3522208,252,1.0,1.0338983535766602
sarima,hiv_aids,1,origin_202012,3525904,252,3.0,5.109472751617432
sarima,hiv_aids,1,origin_202012,3529401,252,4.0,1.1711009740829468
sarima,hiv_aids,1,origin_202012,3534401,252,2.0,2.9734764099121094
sarima,hiv_aids,1,origin_202012,3536505,252,1.0,0.7353407740592957
sarima,hiv_aids,1,origin_202012,3541000,252,0.0,0.12241934984922409
sarima,hiv_aids,1,origin_202012,3543402,252,12.0,10.494403839111328
sarima,hiv_aids,1,origin_202012,3547809,252,1.0,1.3054307699203491
sarima,hiv_aids,1,origin_202012,3548500,252,0.0,0.9860304594039917
sarima,hiv_aids,1,origin_202012,3548708,252,2.0,4.071539402008057
sarima,hiv_aids,1,origin_202012,3549805,252,5.0,10.813525199890137
sarima,hiv_aids,1,origin_202012,3549904,252,5.0,10.138408660888672
sarima,hiv_aids,1,origin_202012,3550308,252,99.0,105.58394622802734
sarima,hiv_aids,1,origin_202012,3551009,252,0.0,0.6213600635528564
sarima,hiv_aids,1,origin_202012,3552205,252,0.0,-0.5963863730430603
sarima,hiv_aids,1,origin_202012,3554102,252,3.0,0.5303167104721069
lgbm,hiv_aids,1,origin_202012,3505708,252,0.0,0.7255794758120225
lgbm,hiv_aids,1,origin_202012,3506003,252,3.0,3.3580660023013227
lgbm,hiv_aids,1,origin_202012,3509502,252,14.0,11.653279859371477
lgbm,hiv_aids,1,origin_202012,3510609,252,5.0,1.639160251596405
lgbm,hiv_aids,1,origin_202012,3513801,252,1.0,1.9169176545050788
lgbm,hiv_aids,1,origin_202012,3518701,252,0.0,1.491911527065823
lgbm,hiv_aids,1,origin_202012,3518800,252,4.0,5.291004743064263
lgbm,hiv_aids,1,origin_202012,3522208,252,1.0,0.8453076745037976
lgbm,hiv_aids,1,origin_202012,3525904,252,3.0,5.317111084676205
lgbm,hiv_aids,1,origin_202012,3529401,252,4.0,1.4222323863558397
lgbm,hiv_aids,1,origin_202012,3534401,252,2.0,3.002244415856306
lgbm,hiv_aids,1,origin_202012,3536505,252,1.0,0.6172801975675587
lgbm,hiv_aids,1,origin_202012,3541000,252,0.0,0.9225440392800935
lgbm,hiv_aids,1,origin_202012,3543402,252,12.0,11.765613821250854
lgbm,hiv_aids,1,origin_202012,3547809,252,1.0,2.516807423133479
lgbm,hiv_aids,1,origin_202012,3548500,252,0.0,2.4723699598947917
lgbm,hiv_aids,1,origin_202012,3548708,252,2.0,3.4812004369532024
lgbm,hiv_aids,1,origin_202012,3549805,252,5.0,9.57854061363287
lgbm,hiv_aids,1,origin_202012,3549904,252,5.0,11.246913514787568
lgbm,hiv_aids,1,origin_202012,3550308,252,99.0,102.13949215681404
lgbm,hiv_aids,1,origin_202012,3551009,252,0.0,1.612094550194665
lgbm,hiv_aids,1,origin_202012,3552205,252,0.0,0.7807465163113048
lgbm,hiv_aids,1,origin_202012,3554102,252,3.0,0.9316192441792601
catboost,hiv_aids,1,origin_202012,3505708,252,0.0,0.7242592411716147
catboost,hiv_aids,1,origin_202012,3506003,252,3.0,3.3752111204706345
catboost,hiv_aids,1,origin_202012,3509502,252,14.0,13.157115989400285
catboost,hiv_aids,1,origin_202012,3510609,252,5.0,1.685080102415524
catboost,hiv_aids,1,origin_202012,3513801,252,1.0,1.9569506542861008
catboost,hiv_aids,1,origin_202012,3518701,252,0.0,1.5093064712319288
catboost,hiv_aids,1,origin_202012,3518800,252,4.0,5.131683956299338
catboost,hiv_aids,1,origin_202012,3522208,252,1.0,0.9638556732184077
catboost,hiv_aids,1,origin_202012,3525904,252,3.0,4.436262896036427
catboost,hiv_aids,1,origin_202012,3529401,252,4.0,1.6790741463653407
catboost,hiv_aids,1,origin_202012,3534401,252,2.0,2.853567957208154
catboost,hiv_aids,1,origin_202012,3536505,252,1.0,0.6355932071604388
catboost,hiv_aids,1,origin_202012,3541000,252,0.0,1.0515575790399248
catboost,hiv_aids,1,origin_202012,3543402,252,12.0,12.484831493892516
catboost,hiv_aids,1,origin_202012,3547809,252,1.0,2.308979442326276
catboost,hiv_aids,1,origin_202012,3548500,252,0.0,2.1879942576876004
catboost,hiv_aids,1,origin_202012,3548708,252,2.0,4.397066558942861
catboost,hiv_aids,1,origin_202012,3549805,252,5.0,11.494870937760176
catboost,hiv_aids,1,origin_202012,3549904,252,5.0,12.577286825353085
catboost,hiv_aids,1,origin_202012,3550308,252,99.0,112.49629001592761
catboost,hiv_aids,1,origin_202012,3551009,252,0.0,1.6999102804477297
catboost,hiv_aids,1,origin_202012,3552205,252,0.0,0.9489512699354168
catboost,hiv_aids,1,origin_202012,3554102,252,3.0,0.9398695858360916
xgboost,hiv_aids,1,origin_202012,3505708,252,0.0,0.6657358407974243
xgboost,hiv_aids,1,origin_202012,3506003,252,3.0,3.227968692779541
xgboost,hiv_aids,1,origin_202012,3509502,252,14.0,11.117378234863281
xgboost,hiv_aids,1,origin_202012,3510609,252,5.0,1.9280399084091187
xgboost,hiv_aids,1,origin_202012,3513801,252,1.0,2.0237154960632324
xgboost,hiv_aids,1,origin_202012,3518701,252,0.0,1.4428201913833618
xgboost,hiv_aids,1,origin_202012,3518800,252,4.0,5.157261371612549
xgboost,hiv_aids,1,origin_202012,3522208,252,1.0,0.8137251734733582
xgboost,hiv_aids,1,origin_202012,3525904,252,3.0,5.448339939117432
xgboost,hiv_aids,1,origin_202012,3529401,252,4.0,1.5973236560821533
xgboost,hiv_aids,1,origin_202012,3534401,252,2.0,3.199437379837036
xgboost,hiv_aids,1,origin_202012,3536505,252,1.0,0.41806715726852417
xgboost,hiv_aids,1,origin_202012,3541000,252,0.0,0.9574376344680786
xgboost,hiv_aids,1,origin_202012,3543402,252,12.0,13.054564476013184
xgboost,hiv_aids,1,origin_202012,3547809,252,1.0,2.604795455932617
xgboost,hiv_aids,1,origin_202012,3548500,252,0.0,2.4085280895233154
xgboost,hiv_aids,1,origin_202012,3548708,252,2.0,3.4569649696350098
xgboost,hiv_aids,1,origin_202012,3549805,252,5.0,10.861061096191406
xgboost,hiv_aids,1,origin_202012,3549904,252,5.0,11.700573921203613
xgboost,hiv_aids,1,origin_202012,3550308,252,99.0,101.27574920654297
xgboost,hiv_aids,1,origin_202012,3551009,252,0.0,1.7256855964660645
xgboost,hiv_aids,1,origin_202012,3552205,252,0.0,0.5237255692481995
xgboost,hiv_aids,1,origin_202012,3554102,252,3.0,0.9366588592529297
prophet,hiv_aids,1,origin_202012,3505708,252,0.0,0.17289175519547928
prophet,hiv_aids,1,origin_202012,3506003,252,3.0,2.8852559350733356
prophet,hiv_aids,1,origin_202012,3509502,252,14.0,3.742842466383556
prophet,hiv_aids,1,origin_202012,3510609,252,5.0,2.2624446575683277
prophet,hiv_aids,1,origin_202012,3513801,252,1.0,2.504957745228576
prophet,hiv_aids,1,origin_202012,3518701,252,0.0,6.416760507718861
prophet,hiv_aids,1,origin_202012,3518800,252,4.0,4.658670243080503
prophet,hiv_aids,1,origin_202012,3522208,252,1.0,1.1936145796544793
prophet,hiv_aids,1,origin_202012,3525904,252,3.0,5.536989340886621
prophet,hiv_aids,1,origin_202012,3529401,252,4.0,0.8165452250618868
prophet,hiv_aids,1,origin_202012,3534401,252,2.0,2.7607222344777864
prophet,hiv_aids,1,origin_202012,3536505,252,1.0,0.011107669102805584
prophet,hiv_aids,1,origin_202012,3541000,252,0.0,0.0
prophet,hiv_aids,1,origin_202012,3543402,252,12.0,15.844545795681858
prophet,hiv_aids,1,origin_202012,3547809,252,1.0,1.4501054217228884
prophet,hiv_aids,1,origin_202012,3548500,252,0.0,2.841427045667633
prophet,hiv_aids,1,origin_202012,3548708,252,2.0,1.4730358825690626
prophet,hiv_aids,1,origin_202012,3549805,252,5.0,11.139524896696408
prophet,hiv_aids,1,origin_202012,3549904,252,5.0,8.847209877336542
prophet,hiv_aids,1,origin_202012,3550308,252,99.0,106.82744612377913
prophet,hiv_aids,1,origin_202012,3551009,252,0.0,2.4059755628895845
prophet,hiv_aids,1,origin_202012,3552205,252,0.0,2.3157011119364665
prophet,hiv_aids,1,origin_202012,3554102,252,3.0,1.143225205237918
seasonal_naive,hiv_aids,3,origin_202012,3505708,254,0.0,0.0
seasonal_naive,hiv_aids,3,origin_202012,3506003,254,1.0,5.0
seasonal_naive,hiv_aids,3,origin_202012,3509502,254,6.0,9.0
seasonal_naive,hiv_aids,3,origin_202012,3510609,254,4.0,2.0
seasonal_naive,hiv_aids,3,origin_202012,3513801,254,0.0,3.0
seasonal_naive,hiv_aids,3,origin_202012,3518701,254,1.0,3.0
seasonal_naive,hiv_aids,3,origin_202012,3518800,254,9.0,5.0
seasonal_naive,hiv_aids,3,origin_202012,3522208,254,1.0,0.0
seasonal_naive,hiv_aids,3,origin_202012,3525904,254,6.0,1.0
seasonal_naive,hiv_aids,3,origin_202012,3529401,254,4.0,0.0
seasonal_naive,hiv_aids,3,origin_202012,3534401,254,0.0,6.0
seasonal_naive,hiv_aids,3,origin_202012,3536505,254,1.0,0.0
seasonal_naive,hiv_aids,3,origin_202012,3541000,254,0.0,0.0
seasonal_naive,hiv_aids,3,origin_202012,3543402,254,12.0,12.0
seasonal_naive,hiv_aids,3,origin_202012,3547809,254,1.0,2.0
seasonal_naive,hiv_aids,3,origin_202012,3548500,254,2.0,2.0
seasonal_naive,hiv_aids,3,origin_202012,3548708,254,0.0,4.0
seasonal_naive,hiv_aids,3,origin_202012,3549805,254,11.0,11.0
seasonal_naive,hiv_aids,3,origin_202012,3549904,254,12.0,12.0
seasonal_naive,hiv_aids,3,origin_202012,3550308,254,95.0,147.0
seasonal_naive,hiv_aids,3,origin_202012,3551009,254,1.0,1.0
seasonal_naive,hiv_aids,3,origin_202012,3552205,254,0.0,0.0
seasonal_naive,hiv_aids,3,origin_202012,3554102,254,0.0,0.0
seasonal_ma3,hiv_aids,3,origin_202012,3505708,254,0.0,0.0
seasonal_ma3,hiv_aids,3,origin_202012,3506003,254,1.0,6.666666507720947
seasonal_ma3,hiv_aids,3,origin_202012,3509502,254,6.0,10.0
seasonal_ma3,hiv_aids,3,origin_202012,3510609,254,4.0,2.6666667461395264
seasonal_ma3,hiv_aids,3,origin_202012,3513801,254,0.0,3.0
seasonal_ma3,hiv_aids,3,origin_202012,3518701,254,1.0,2.3333332538604736
seasonal_ma3,hiv_aids,3,origin_202012,3518800,254,9.0,7.666666507720947
seasonal_ma3,hiv_aids,3,origin_202012,3522208,254,1.0,1.6666666269302368
seasonal_ma3,hiv_aids,3,origin_202012,3525904,254,6.0,5.333333492279053
seasonal_ma3,hiv_aids,3,origin_202012,3529401,254,4.0,0.3333333432674408
seasonal_ma3,hiv_aids,3,origin_202012,3534401,254,0.0,3.6666667461395264
seasonal_ma3,hiv_aids,3,origin_202012,3536505,254,1.0,0.0
seasonal_ma3,hiv_aids,3,origin_202012,3541000,254,0.0,0.3333333432674408
seasonal_ma3,hiv_aids,3,origin_202012,3543402,254,12.0,14.666666984558105
seasonal_ma3,hiv_aids,3,origin_202012,3547809,254,1.0,1.6666666269302368
seasonal_ma3,hiv_aids,3,origin_202012,3548500,254,2.0,1.3333333730697632
seasonal_ma3,hiv_aids,3,origin_202012,3548708,254,0.0,2.6666667461395264
seasonal_ma3,hiv_aids,3,origin_202012,3549805,254,11.0,15.666666984558105
seasonal_ma3,hiv_aids,3,origin_202012,3549904,254,12.0,13.333333015441895
seasonal_ma3,hiv_aids,3,origin_202012,3550308,254,95.0,136.6666717529297
seasonal_ma3,hiv_aids,3,origin_202012,3551009,254,1.0,1.0
seasonal_ma3,hiv_aids,3,origin_202012,3552205,254,0.0,0.6666666865348816
seasonal_ma3,hiv_aids,3,origin_202012,3554102,254,0.0,1.6666666269302368
sarima,hiv_aids,3,origin_202012,3505708,254,0.0,0.6200815439224243
sarima,hiv_aids,3,origin_202012,3506003,254,1.0,2.3189170360565186
sarima,hiv_aids,3,origin_202012,3509502,254,6.0,12.401101112365723
sarima,hiv_aids,3,origin_202012,3510609,254,4.0,2.7932443618774414
sarima,hiv_aids,3,origin_202012,3513801,254,0.0,2.2042455673217773
sarima,hiv_aids,3,origin_202012,3518701,254,1.0,0.05478862673044205
sarima,hiv_aids,3,origin_202012,3518800,254,9.0,4.829529285430908
sarima,hiv_aids,3,origin_202012,3522208,254,1.0,0.8924681544303894
sarima,hiv_aids,3,origin_202012,3525904,254,6.0,5.109472751617432
sarima,hiv_aids,3,origin_202012,3529401,254,4.0,0.991385281085968
sarima,hiv_aids,3,origin_202012,3534401,254,0.0,2.9734764099121094
sarima,hiv_aids,3,origin_202012,3536505,254,1.0,0.7467005252838135
sarima,hiv_aids,3,origin_202012,3541000,254,0.0,0.20829446613788605
sarima,hiv_aids,3,origin_202012,3543402,254,12.0,10.380245208740234
sarima,hiv_aids,3,origin_202012,3547809,254,1.0,1.227096438407898
sarima,hiv_aids,3,origin_202012,3548500,254,2.0,0.39450663328170776
sarima,hiv_aids,3,origin_202012,3548708,254,0.0,3.1684799194335938
sarima,hiv_aids,3,origin_202012,3549805,254,11.0,11.226097106933594
sarima,hiv_aids,3,origin_202012,3549904,254,12.0,9.68932819366455
sarima,hiv_aids,3,origin_202012,3550308,254,95.0,105.58394622802734
sarima,hiv_aids,3,origin_202012,3551009,254,1.0,0.35765138268470764
sarima,hiv_aids,3,origin_202012,3552205,254,0.0,-0.8128166198730469
sarima,hiv_aids,3,origin_202012,3554102,254,0.0,-0.3196830153465271
lgbm,hiv_aids,3,origin_202012,3505708,254,0.0,0.8359191772626416
lgbm,hiv_aids,3,origin_202012,3506003,254,1.0,3.8554172018527018
lgbm,hiv_aids,3,origin_202012,3509502,254,6.0,9.740056037307074
lgbm,hiv_aids,3,origin_202012,3510609,254,4.0,2.604951737456862
lgbm,hiv_aids,3,origin_202012,3513801,254,0.0,2.351748792886876
lgbm,hiv_aids,3,origin_202012,3518701,254,1.0,1.5536562492320611
lgbm,hiv_aids,3,origin_202012,3518800,254,9.0,5.7191086533093705
lgbm,hiv_aids,3,origin_202012,3522208,254,1.0,0.7418675017761516
lgbm,hiv_aids,3,origin_202012,3525904,254,6.0,5.697726839267703
lgbm,hiv_aids,3,origin_202012,3529401,254,4.0,1.122835837234749
lgbm,hiv_aids,3,origin_202012,3534401,254,0.0,3.680701074356293
lgbm,hiv_aids,3,origin_202012,3536505,254,1.0,0.5726545102717461
lgbm,hiv_aids,3,origin_202012,3541000,254,0.0,0.734152064500936
lgbm,hiv_aids,3,origin_202012,3543402,254,12.0,13.584302782756096
lgbm,hiv_aids,3,origin_202012,3547809,254,1.0,1.924014101546222
lgbm,hiv_aids,3,origin_202012,3548500,254,2.0,2.7435463058370693
lgbm,hiv_aids,3,origin_202012,3548708,254,0.0,3.4820780064552777
lgbm,hiv_aids,3,origin_202012,3549805,254,11.0,10.700340326859338
lgbm,hiv_aids,3,origin_202012,3549904,254,12.0,10.65224651120019
lgbm,hiv_aids,3,origin_202012,3550308,254,95.0,85.2510528354012
lgbm,hiv_aids,3,origin_202012,3551009,254,1.0,1.167332531429398
lgbm,hiv_aids,3,origin_202012,3552205,254,0.0,0.5964584539506876
lgbm,hiv_aids,3,origin_202012,3554102,254,0.0,0.8861988298281642
catboost,hiv_aids,3,origin_202012,3505708,254,0.0,0.7800136112856675
catboost,hiv_aids,3,origin_202012,3506003,254,1.0,4.352372819705913
catboost,hiv_aids,3,origin_202012,3509502,254,6.0,10.441819072598756
catboost,hiv_aids,3,origin_202012,3510609,254,4.0,2.0429890888799997
catboost,hiv_aids,3,origin_202012,3513801,254,0.0,2.2875711016598386
catboost,hiv_aids,3,origin_202012,3518701,254,1.0,1.838254099774666
catboost,hiv_aids,3,origin_202012,3518800,254,9.0,5.708608374738005
catboost,hiv_aids,3,origin_202012,3522208,254,1.0,0.8477622415194505
catboost,hiv_aids,3,origin_202012,3525904,254,6.0,5.8221302176976995
catboost,hiv_aids,3,origin_202012,3529401,254,4.0,1.4064225451175796
catboost,hiv_aids,3,origin_202012,3534401,254,0.0,3.1263813985230695
catboost,hiv_aids,3,origin_202012,3536505,254,1.0,0.8009918686809172
catboost,hiv_aids,3,origin_202012,3541000,254,0.0,1.2136612289591242
catboost,hiv_aids,3,origin_202012,3543402,254,12.0,10.507516591772227
catboost,hiv_aids,3,origin_202012,3547809,254,1.0,2.063963508068974
catboost,hiv_aids,3,origin_202012,3548500,254,2.0,2.5146160152899384
catboost,hiv_aids,3,origin_202012,3548708,254,0.0,4.263780217418463
catboost,hiv_aids,3,origin_202012,3549805,254,11.0,9.31648963688123
catboost,hiv_aids,3,origin_202012,3549904,254,12.0,11.292930447113942
catboost,hiv_aids,3,origin_202012,3550308,254,95.0,94.22082444930122
catboost,hiv_aids,3,origin_202012,3551009,254,1.0,1.5125255547663752
catboost,hiv_aids,3,origin_202012,3552205,254,0.0,1.1586384292158818
catboost,hiv_aids,3,origin_202012,3554102,254,0.0,1.0314361469914544
xgboost,hiv_aids,3,origin_202012,3505708,254,0.0,0.7482690811157227
xgboost,hiv_aids,3,origin_202012,3506003,254,1.0,4.067916393280029
xgboost,hiv_aids,3,origin_202012,3509502,254,6.0,10.015946388244629
xgboost,hiv_aids,3,origin_202012,3510609,254,4.0,2.3684005737304688
xgboost,hiv_aids,3,origin_202012,3513801,254,0.0,2.153218984603882
xgboost,hiv_aids,3,origin_202012,3518701,254,1.0,1.5720866918563843
xgboost,hiv_aids,3,origin_202012,3518800,254,9.0,5.429300308227539
xgboost,hiv_aids,3,origin_202012,3522208,254,1.0,0.8730750679969788
xgboost,hiv_aids,3,origin_202012,3525904,254,6.0,5.260188579559326
xgboost,hiv_aids,3,origin_202012,3529401,254,4.0,1.0734072923660278
xgboost,hiv_aids,3,origin_202012,3534401,254,0.0,3.1545403003692627
xgboost,hiv_aids,3,origin_202012,3536505,254,1.0,0.5461162328720093
xgboost,hiv_aids,3,origin_202012,3541000,254,0.0,0.7473433017730713
xgboost,hiv_aids,3,origin_202012,3543402,254,12.0,13.749994277954102
xgboost,hiv_aids,3,origin_202012,3547809,254,1.0,1.8575674295425415
xgboost,hiv_aids,3,origin_202012,3548500,254,2.0,2.2732326984405518
xgboost,hiv_aids,3,origin_202012,3548708,254,0.0,3.249901294708252
xgboost,hiv_aids,3,origin_202012,3549805,254,11.0,10.076797485351562
xgboost,hiv_aids,3,origin_202012,3549904,254,12.0,10.147768020629883
xgboost,hiv_aids,3,origin_202012,3550308,254,95.0,89.50945281982422
xgboost,hiv_aids,3,origin_202012,3551009,254,1.0,1.3816534280776978
xgboost,hiv_aids,3,origin_202012,3552205,254,0.0,0.5210355520248413
xgboost,hiv_aids,3,origin_202012,3554102,254,0.0,0.89013671875
prophet,hiv_aids,3,origin_202012,3505708,254,0.0,0.6557912959899445
prophet,hiv_aids,3,origin_202012,3506003,254,1.0,2.7698450468618177
prophet,hiv_aids,3,origin_202012,3509502,254,6.0,2.4177957629402593
prophet,hiv_aids,3,origin_202012,3510609,254,4.0,3.0376042703910557
prophet,hiv_aids,3,origin_202012,3513801,254,0.0,3.4831254675453645
prophet,hiv_aids,3,origin_202012,3518701,254,1.0,0.0
prophet,hiv_aids,3,origin_202012,3518800,254,9.0,5.435059728448602
prophet,hiv_aids,3,origin_202012,3522208,254,1.0,1.069827545910089
prophet,hiv_aids,3,origin_202012,3525904,254,6.0,6.701880103714496
prophet,hiv_aids,3,origin_202012,3529401,254,4.0,0.5709627202235087
prophet,hiv_aids,3,origin_202012,3534401,254,0.0,3.638363499328679
prophet,hiv_aids,3,origin_202012,3536505,254,1.0,0.2527348970514904
prophet,hiv_aids,3,origin_202012,3541000,254,0.0,0.26300597697901834
prophet,hiv_aids,3,origin_202012,3543402,254,12.0,9.810269223890264
prophet,hiv_aids,3,origin_202012,3547809,254,1.0,1.7989312884355866
prophet,hiv_aids,3,origin_202012,3548500,254,2.0,0.0
prophet,hiv_aids,3,origin_202012,3548708,254,0.0,1.9979295999449793
