disease,model,origin,horizon,feature,importance,importance_norm
hiv_aids,catboost,origin_202012,6,precip_l0,0.5365984453085153,0.0053659844530851535
hiv_aids,catboost,origin_202012,6,precip_l1,0.5514858936680663,0.005514858936680664
hiv_aids,catboost,origin_202012,6,precip_l3,0.3401234070783608,0.003401234070783608
hiv_aids,catboost,origin_202012,6,precip_l12,0.5113794136391024,0.005113794136391025
hiv_aids,catboost,origin_202012,6,temp_min_l0,0.3153564939736637,0.0031535649397366372
hiv_aids,catboost,origin_202012,6,temp_min_l1,0.2631795921280744,0.002631795921280744
hiv_aids,catboost,origin_202012,6,temp_min_l3,0.47540292457939,0.0047540292457939
hiv_aids,catboost,origin_202012,6,temp_min_l12,0.43359569842427936,0.004335956984242793
hiv_aids,catboost,origin_202012,6,temp_max_l0,0.5301109103800344,0.005301109103800344
hiv_aids,catboost,origin_202012,6,temp_max_l1,0.4202156355508048,0.004202156355508049
hiv_aids,catboost,origin_202012,6,temp_max_l3,0.45720226026599287,0.004572022602659928
hiv_aids,catboost,origin_202012,6,temp_max_l12,0.30621990055227444,0.0030621990055227444
hiv_aids,catboost,origin_202012,6,umid_l0,0.5508444855764278,0.005508444855764278
hiv_aids,catboost,origin_202012,6,umid_l1,0.3570793423229285,0.003570793423229285
hiv_aids,catboost,origin_202012,6,umid_l3,0.5655903300426737,0.005655903300426737
hiv_aids,catboost,origin_202012,6,umid_l12,0.3429906962425829,0.0034299069624258286
hiv_aids,catboost,origin_202012,6,populacao,7.142313592620509,0.07142313592620508
hiv_aids,catboost,origin_202012,6,dens_demog,2.4843546683618656,0.024843546683618656
hiv_aids,catboost,origin_202012,6,ppc,1.9752596241036942,0.01975259624103694
hiv_aids,catboost,origin_202012,6,urbanizacao,3.6491145794731863,0.036491145794731866
hiv_aids,catboost,origin_202012,6,tgt_month,0.13932995275198198,0.00139329952751982
hiv_aids,catboost,origin_202012,6,mun_id,0.5815792878071218,0.0058157928780712175
hiv_aids,xgboost,origin_202012,6,n_hiv_aids_l0,0.027266651391983032,0.027266651391983032
hiv_aids,xgboost,origin_202012,6,n_hiv_aids_l1,0.009888676926493645,0.009888676926493645
hiv_aids,xgboost,origin_202012,6,n_hiv_aids_l2,0.00115875038318336,0.00115875038318336
hiv_aids,xgboost,origin_202012,6,n_hiv_aids_l3,0.006601874716579914,0.006601874716579914
hiv_aids,xgboost,origin_202012,6,n_hiv_aids_l6,0.0025192031171172857,0.0025192031171172857
hiv_aids,xgboost,origin_202012,6,n_hiv_aids_l12,0.014158125035464764,0.014158125035464764
hiv_aids,xgboost,origin_202012,6,n_hiv_aids_l13,0.0014709614915773273,0.0014709614915773273
hiv_aids,xgboost,origin_202012,6,n_hiv_aids_r3,0.4332234561443329,0.4332234561443329
hiv_aids,xgboost,origin_202012,6,n_hiv_aids_r6,0.37358251214027405,0.37358251214027405
hiv_aids,xgboost,origin_202012,6,n_hiv_aids_r12,0.08947240561246872,0.08947240561246872
hiv_aids,xgboost,origin_202012,6,evapot_l0,0.000903489300981164,0.000903489300981164
hiv_aids,xgboost,origin_202012,6,evapot_l1,0.0009039753349497914,0.0009039753349497914
hiv_aids,xgboost,origin_202012,6,evapot_l3,0.0007820440805517137,0.0007820440805517137
hiv_aids,xgboost,origin_202012,6,evapot_l12,0.001057143323123455,0.001057143323123455
hiv_aids,xgboost,origin_202012,6,precip_l0,0.0012026228941977024,0.0012026228941977024
hiv_aids,xgboost,origin_202012,6,precip_l1,0.0010634306818246841,0.0010634306818246841
hiv_aids,xgboost,origin_202012,6,precip_l3,0.0007555346237495542,0.0007555346237495542
hiv_aids,xgboost,origin_202012,6,precip_l12,0.0010513854213058949,0.0010513854213058949
hiv_aids,xgboost,origin_202012,6,temp_min_l0,0.0010011749109253287,0.0010011749109253287
hiv_aids,xgboost,origin_202012,6,temp_min_l1,0.0009497175924479961,0.0009497175924479961
hiv_aids,xgboost,origin_202012,6,temp_min_l3,0.0008603516034781933,0.0008603516034781933
hiv_aids,xgboost,origin_202012,6,temp_min_l12,0.0011809408897534013,0.0011809408897534013
hiv_aids,xgboost,origin_202012,6,temp_max_l0,0.0012042298913002014,0.0012042298913002014
hiv_aids,xgboost,origin_202012,6,temp_max_l1,0.0013242062414065003,0.0013242062414065003
hiv_aids,xgboost,origin_202012,6,temp_max_l3,0.0010964622488245368,0.0010964622488245368
hiv_aids,xgboost,origin_202012,6,temp_max_l12,0.001162093598395586,0.001162093598395586
hiv_aids,xgboost,origin_202012,6,umid_l0,0.000964556762482971,0.000964556762482971
hiv_aids,xgboost,origin_202012,6,umid_l1,0.0009944923222064972,0.0009944923222064972
hiv_aids,xgboost,origin_202012,6,umid_l3,0.0008613822283223271,0.0008613822283223271
hiv_aids,xgboost,origin_202012,6,umid_l12,0.0008768665720708668,0.0008768665720708668
hiv_aids,xgboost,origin_202012,6,populacao,0.005710669327527285,0.005710669327527285
hiv_aids,xgboost,origin_202012,6,dens_demog,0.00445692241191864,0.00445692241191864
hiv_aids,xgboost,origin_202012,6,ppc,0.0023212358355522156,0.0023212358355522156
hiv_aids,xgboost,origin_202012,6,urbanizacao,0.0043886457569897175,0.0043886457569897175
hiv_aids,xgboost,origin_202012,6,tgt_month,0.0014578262344002724,0.0014578262344002724
hiv_aids,xgboost,origin_202012,6,mun_id,0.002125959610566497,0.002125959610566497
hiv_aids,lgbm,origin_202012,12,n_hiv_aids_l0,122.0,0.02033333333333333
hiv_aids,lgbm,origin_202012,12,n_hiv_aids_l1,116.0,0.019333333333333334
hiv_aids,lgbm,origin_202012,12,n_hiv_aids_l2,73.0,0.012166666666666666
hiv_aids,lgbm,origin_202012,12,n_hiv_aids_l3,82.0,0.013666666666666667
hiv_aids,lgbm,origin_202012,12,n_hiv_aids_l6,109.0,0.018166666666666668
hiv_aids,lgbm,origin_202012,12,n_hiv_aids_l12,140.0,0.023333333333333334
hiv_aids,lgbm,origin_202012,12,n_hiv_aids_l13,163.0,0.027166666666666665
hiv_aids,lgbm,origin_202012,12,n_hiv_aids_r3,101.0,0.016833333333333332
hiv_aids,lgbm,origin_202012,12,n_hiv_aids_r6,176.0,0.029333333333333333
hiv_aids,lgbm,origin_202012,12,n_hiv_aids_r12,446.0,0.07433333333333333
hiv_aids,lgbm,origin_202012,12,evapot_l0,117.0,0.0195
hiv_aids,lgbm,origin_202012,12,evapot_l1,119.0,0.019833333333333335
hiv_aids,lgbm,origin_202012,12,evapot_l3,131.0,0.021833333333333333
hiv_aids,lgbm,origin_202012,12,evapot_l12,181.0,0.030166666666666668
hiv_aids,lgbm,origin_202012,12,precip_l0,127.0,0.021166666666666667
hiv_aids,lgbm,origin_202012,12,precip_l1,120.0,0.02
hiv_aids,lgbm,origin_202012,12,precip_l3,158.0,0.026333333333333334
hiv_aids,lgbm,origin_202012,12,precip_l12,142.0,0.023666666666666666
hiv_aids,lgbm,origin_202012,12,temp_min_l0,114.0,0.019
hiv_aids,lgbm,origin_202012,12,temp_min_l1,110.0,0.018333333333333333
hiv_aids,lgbm,origin_202012,12,temp_min_l3,186.0,0.031
hiv_aids,lgbm,origin_202012,12,temp_min_l12,146.0,0.024333333333333332
hiv_aids,lgbm,origin_202012,12,temp_max_l0,121.0,0.020166666666666666
hiv_aids,lgbm,origin_202012,12,temp_max_l1,110.0,0.018333333333333333
hiv_aids,lgbm,origin_202012,12,temp_max_l3,121.0,0.020166666666666666
hiv_aids,lgbm,origin_202012,12,temp_max_l12,137.0,0.022833333333333334
hiv_aids,lgbm,origin_202012,12,umid_l0,136.0,0.02266666666666667
hiv_aids,lgbm,origin_202012,12,umid_l1,190.0,0.03166666666666667
hiv_aids,lgbm,origin_202012,12,umid_l3,178.0,0.029666666666666668
hiv_aids,lgbm,origin_202012,12,umid_l12,136.0,0.02266666666666667
hiv_aids,lgbm,origin_202012,12,populacao,328.0,0.05466666666666667
hiv_aids,lgbm,origin_202012,12,dens_demog,227.0,0.03783333333333333
hiv_aids,lgbm,origin_202012,12,ppc,426.0,0.071
hiv_aids,lgbm,origin_202012,12,urbanizacao,279.0,0.0465
hiv_aids,lgbm,origin_202012,12,tgt_month,76.0,0.012666666666666666
hiv_aids,lgbm,origin_202012,12,mun_id,356.0,0.059333333333333335
hiv_aids,catboost,origin_202012,12,n_hiv_aids_l0,0.729830956001389,0.007298309560013887
hiv_aids,catboost,origin_202012,12,n_hiv_aids_l1,2.616510100529075,0.02616510100529074
hiv_aids,catboost,origin_202012,12,n_hiv_aids_l2,3.788663457432866,0.03788663457432864
hiv_aids,catboost,origin_202012,12,n_hiv_aids_l3,1.3716581338710194,0.013716581338710189
hiv_aids,catboost,origin_202012,12,n_hiv_aids_l6,0.6445665454696735,0.006445665454696732
hiv_aids,catboost,origin_202012,12,n_hiv_aids_l12,4.47827984203373,0.044782798420337284
hiv_aids,catboost,origin_202012,12,n_hiv_aids_l13,5.460183823874873,0.05460183823874871
hiv_aids,catboost,origin_202012,12,n_hiv_aids_r3,13.27458145788828,0.13274581457888274
hiv_aids,catboost,origin_202012,12,n_hiv_aids_r6,14.651363044182697,0.14651363044182691
hiv_aids,catboost,origin_202012,12,n_hiv_aids_r12,30.445409312437896,0.3044540931243788
hiv_aids,catboost,origin_202012,12,evapot_l0,0.11006194631469758,0.0011006194631469754
hiv_aids,catboost,origin_202012,12,evapot_l1,0.24569459966424093,0.0024569459966424082
hiv_aids,catboost,origin_202012,12,evapot_l3,0.2793822317855021,0.0027938223178550197
hiv_aids,catboost,origin_202012,12,evapot_l12,0.4330502130771215,0.004330502130771213
hiv_aids,catboost,origin_202012,12,precip_l0,0.2890747183204827,0.002890747183204826
hiv_aids,catboost,origin_202012,12,precip_l1,0.3788423778861856,0.0037884237788618543
hiv_aids,catboost,origin_202012,12,precip_l3,0.40820827188140046,0.004082082718814003
hiv_aids,catboost,origin_202012,12,precip_l12,0.34551830506954095,0.003455183050695408
hiv_aids,catboost,origin_202012,12,temp_min_l0,0.4836715236323147,0.004836715236323145
hiv_aids,catboost,origin_202012,12,temp_min_l1,0.2187123153855155,0.002187123153855154
hiv_aids,catboost,origin_202012,12,temp_min_l3,0.5115780263579242,0.0051157802635792395
hiv_aids,catboost,origin_202012,12,temp_min_l12,0.38828974664614885,0.003882897466461487
hiv_aids,catboost,origin_202012,12,temp_max_l0,0.31943243713922886,0.0031943243713922873
hiv_aids,catboost,origin_202012,12,temp_max_l1,0.16472974899388956,0.0016472974899388948
hiv_aids,catboost,origin_202012,12,temp_max_l3,0.21823523418491944,0.0021823523418491933
hiv_aids,catboost,origin_202012,12,temp_max_l12,0.3239222673215007,0.003239222673215006
hiv_aids,catboost,origin_202012,12,umid_l0,0.46578864247313034,0.004657886424731301
hiv_aids,catboost,origin_202012,12,umid_l1,0.43799570019227935,0.004379957001922791
hiv_aids,catboost,origin_202012,12,umid_l3,0.4473704023000658,0.004473704023000656
hiv_aids,catboost,origin_202012,12,umid_l12,0.42512368382096893,0.004251236838209688
hiv_aids,catboost,origin_202012,12,populacao,4.48123776084097,0.04481237760840968
hiv_aids,catboost,origin_202012,12,dens_demog,4.658050597364273,0.04658050597364271
hiv_aids,catboost,origin_202012,12,ppc,3.3794831428817007,0.03379483142881699
hiv_aids,catboost,origin_202012,12,urbanizacao,2.5119543117630516,0.025119543117630507
hiv_aids,catboost,origin_202012,12,tgt_month,0.09187523097709534,0.000918752309770953
hiv_aids,catboost,origin_202012,12,mun_id,0.5216698900043729,0.005216698900043727
hiv_aids,xgboost,origin_202012,12,n_hiv_aids_l0,0.05395611748099327,0.053956110030412674
hiv_aids,xgboost,origin_202012,12,n_hiv_aids_l1,0.007071967702358961,0.0070719667710363865
hiv_aids,xgboost,origin_202012,12,n_hiv_aids_l2,0.0007780736195854843,0.0007780735031701624
hiv_aids,xgboost,origin_202012,12,n_hiv_aids_l3,0.0011627657804638147,0.001162765664048493
hiv_aids,xgboost,origin_202012,12,n_hiv_aids_l6,0.0019415291026234627,0.001941528869792819
hiv_aids,xgboost,origin_202012,12,n_hiv_aids_l12,0.001970132812857628,0.001970132580026984
hiv_aids,xgboost,origin_202012,12,n_hiv_aids_l13,0.01326763816177845,0.0132676362991333
hiv_aids,xgboost,origin_202012,12,n_hiv_aids_r3,0.381786584854126,0.3817865252494812
hiv_aids,xgboost,origin_202012,12,n_hiv_aids_r6,0.39969155192375183,0.39969149231910706
hiv_aids,xgboost,origin_202012,12,n_hiv_aids_r12,0.08044718205928802,0.08044717460870743
hiv_aids,xgboost,origin_202012,12,evapot_l0,0.0007152308826334774,0.0007152308244258165
hiv_aids,xgboost,origin_202012,12,evapot_l1,0.0008210990927182138,0.000821098976302892
hiv_aids,xgboost,origin_202012,12,evapot_l3,0.0009028749773278832,0.0009028748609125614
hiv_aids,xgboost,origin_202012,12,evapot_l12,0.0010638368548825383,0.0010638367384672165
hiv_aids,xgboost,origin_202012,12,precip_l0,0.0008589649223722517,0.0008589648059569299
hiv_aids,xgboost,origin_202012,12,precip_l1,0.0009667716221883893,0.0009667715057730675
hiv_aids,xgboost,origin_202012,12,precip_l3,0.0007522336672991514,0.0007522335508838296
hiv_aids,xgboost,origin_202012,12,precip_l12,0.0011317729949951172,0.0011317728785797954
hiv_aids,xgboost,origin_202012,12,temp_min_l0,0.0008940809639170766,0.0008940808475017548
hiv_aids,xgboost,origin_202012,12,temp_min_l1,0.0008419889491051435,0.0008419888326898217
hiv_aids,xgboost,origin_202012,12,temp_min_l3,0.0008427256252616644,0.0008427255088463426
hiv_aids,xgboost,origin_202012,12,temp_min_l12,0.0010697680991142988,0.001069767982698977
hiv_aids,xgboost,origin_202012,12,temp_max_l0,0.0011868617730215192,0.0011868616566061974
hiv_aids,xgboost,origin_202012,12,temp_max_l1,0.0015221192734315991,0.0015221190406009555
hiv_aids,xgboost,origin_202012,12,temp_max_l3,0.0010727264452725649,0.001072726328857243
hiv_aids,xgboost,origin_202012,12,temp_max_l12,0.0008363582310266793,0.0008363581146113575
hiv_aids,xgboost,origin_202012,12,umid_l0,0.0009423045557923615,0.0009423044393770397
hiv_aids,xgboost,origin_202012,12,umid_l1,0.000739454641006887,0.0007394545245915651
hiv_aids,xgboost,origin_202012,12,umid_l3,0.0011193096870556474,0.0011193095706403255
hiv_aids,xgboost,origin_202012,12,umid_l12,0.0007466796669177711,0.0007466795505024493
hiv_aids,xgboost,origin_202012,12,populacao,0.01184004731476307,0.01184004545211792
hiv_aids,xgboost,origin_202012,12,dens_demog,0.005499836523085833,0.005499836057424545
hiv_aids,xgboost,origin_202012,12,ppc,0.004033561795949936,0.004033561330288649
hiv_aids,xgboost,origin_202012,12,urbanizacao,0.0032105925492942333,0.003210592083632946
hiv_aids,xgboost,origin_202012,12,tgt_month,0.0013140218798071146,0.0013140217633917928
hiv_aids,xgboost,origin_202012,12,mun_id,0.013001229614019394,0.013001227751374245
hiv_aids,lgbm,origin_202112,1,n_hiv_aids_l0,283.0,0.04716666666666667
hiv_aids,lgbm,origin_202112,1,n_hiv_aids_l1,180.0,0.03
hiv_aids,lgbm,origin_202112,1,n_hiv_aids_l2,161.0,0.026833333333333334
hiv_aids,lgbm,origin_202112,1,n_hiv_aids_l3,101.0,0.016833333333333332
hiv_aids,lgbm,origin_202112,1,n_hiv_aids_l6,190.0,0.03166666666666667
hiv_aids,lgbm,origin_202112,1,n_hiv_aids_l12,204.0,0.034
hiv_aids,lgbm,origin_202112,1,n_hiv_aids_l13,163.0,0.027166666666666665
hiv_aids,lgbm,origin_202112,1,n_hiv_aids_r3,324.0,0.054
hiv_aids,lgbm,origin_202112,1,n_hiv_aids_r6,204.0,0.034
hiv_aids,lgbm,origin_202112,1,n_hiv_aids_r12,295.0,0.049166666666666664
hiv_aids,lgbm,origin_202112,1,evapot_l0,109.0,0.018166666666666668
hiv_aids,lgbm,origin_202112,1,evapot_l1,99.0,0.0165
hiv_aids,lgbm,origin_202112,1,evapot_l3,96.0,0.016
hiv_aids,lgbm,origin_202112,1,evapot_l12,128.0,0.021333333333333333
hiv_aids,lgbm,origin_202112,1,precip_l0,195.0,0.0325
hiv_aids,lgbm,origin_202112,1,precip_l1,124.0,0.020666666666666667
hiv_aids,lgbm,origin_202112,1,precip_l3,250.0,0.041666666666666664
hiv_aids,lgbm,origin_202112,1,precip_l12,148.0,0.024666666666666667
hiv_aids,lgbm,origin_202112,1,temp_min_l0,125.0,0.020833333333333332
hiv_aids,lgbm,origin_202112,1,temp_min_l1,167.0,0.027833333333333335
hiv_aids,lgbm,origin_202112,1,temp_min_l3,159.0,0.0265
hiv_aids,lgbm,origin_202112,1,temp_min_l12,146.0,0.024333333333333332
hiv_aids,lgbm,origin_202112,1,temp_max_l0,146.0,0.024333333333333332
hiv_aids,lgbm,origin_202112,1,temp_max_l1,128.0,0.021333333333333333
hiv_aids,lgbm,origin_202112,1,temp_max_l3,141.0,0.0235
hiv_aids,lgbm,origin_202112,1,temp_max_l12,142.0,0.023666666666666666
hiv_aids,lgbm,origin_202112,1,umid_l0,167.0,0.027833333333333335
hiv_aids,lgbm,origin_202112,1,umid_l1,149.0,0.024833333333333332
hiv_aids,lgbm,origin_202112,1,umid_l3,186.0,0.031
hiv_aids,lgbm,origin_202112,1,umid_l12,177.0,0.0295
hiv_aids,lgbm,origin_202112,1,populacao,120.0,0.02
hiv_aids,lgbm,origin_202112,1,dens_demog,75.0,0.0125
hiv_aids,lgbm,origin_202112,1,ppc,178.0,0.029666666666666668
hiv_aids,lgbm,origin_202112,1,urbanizacao,104.0,0.017333333333333333
hiv_aids,lgbm,origin_202112,1,tgt_month,142.0,0.023666666666666666
hiv_aids,lgbm,origin_202112,1,mun_id,294.0,0.049
hiv_aids,catboost,origin_202112,1,n_hiv_aids_l0,4.104252506744713,0.04104252506744711
hiv_aids,catboost,origin_202112,1,n_hiv_aids_l1,6.293920561523781,0.06293920561523779
hiv_aids,catboost,origin_202112,1,n_hiv_aids_l2,5.154609684434872,0.0515460968443487
hiv_aids,catboost,origin_202112,1,n_hiv_aids_l3,0.6443059128372223,0.00644305912837222
hiv_aids,catboost,origin_202112,1,n_hiv_aids_l6,6.247614273966204,0.06247614273966201
hiv_aids,catboost,origin_202112,1,n_hiv_aids_l12,2.2452080749594785,0.022452080749594774
hiv_aids,catboost,origin_202112,1,n_hiv_aids_l13,1.3106052049465233,0.013106052049465227
hiv_aids,catboost,origin_202112,1,n_hiv_aids_r3,35.91043425932171,0.35910434259321694
hiv_aids,catboost,origin_202112,1,n_hiv_aids_r6,13.747735214219906,0.137477352142199
hiv_aids,catboost,origin_202112,1,n_hiv_aids_r12,11.210412044115962,0.11210412044115957
hiv_aids,catboost,origin_202112,1,evapot_l0,0.17714019708082646,0.0017714019708082638
hiv_aids,catboost,origin_202112,1,evapot_l1,0.3010796458799023,0.003010796458799022
hiv_aids,catboost,origin_202112,1,evapot_l3,0.36471808214367823,0.003647180821436781
hiv_aids,catboost,origin_202112,1,evapot_l12,0.36322386084111463,0.0036322386084111447
hiv_aids,catboost,origin_202112,1,precip_l0,0.4116452462999094,0.004116452462999092
hiv_aids,catboost,origin_202112,1,precip_l1,0.32816075633032965,0.0032816075633032953
hiv_aids,catboost,origin_202112,1,precip_l3,0.39626290791531155,0.003962629079153113
hiv_aids,catboost,origin_202112,1,precip_l12,0.13268430859119246,0.001326843085911924
hiv_aids,catboost,origin_202112,1,temp_min_l0,0.2622364602976672,0.0026223646029766706
hiv_aids,catboost,origin_202112,1,temp_min_l1,0.6740827935565994,0.0067408279355659914
hiv_aids,catboost,origin_202112,1,temp_min_l3,0.21397773043437887,0.002139777304343788
hiv_aids,catboost,origin_202112,1,temp_min_l12,0.31808150937381074,0.0031808150937381063
hiv_aids,catboost,origin_202112,1,temp_max_l0,0.37438552655617,0.0037438552655616984
hiv_aids,catboost,origin_202112,1,temp_max_l1,0.25346292973860424,0.002534629297386041
hiv_aids,catboost,origin_202112,1,temp_max_l3,0.41455720720919687,0.004145572072091967
hiv_aids,catboost,origin_202112,1,temp_max_l12,0.5207358084561013,0.0052073580845610114
hiv_aids,catboost,origin_202112,1,umid_l0,0.5139414953651151,0.0051394149536511495
hiv_aids,catboost,origin_202112,1,umid_l1,0.3986255980568865,0.003986255980568863
hiv_aids,catboost,origin_202112,1,umid_l3,0.37310246221119603,0.0037310246221119586
hiv_aids,catboost,origin_202112,1,umid_l12,0.35618826476050064,0.003561882647605005
hiv_aids,catboost,origin_202112,1,populacao,1.8799966528382406,0.018799966528382398
hiv_aids,catboost,origin_202112,1,dens_demog,1.678633143817833,0.01678633143817832
hiv_aids,catboost,origin_202112,1,ppc,0.6345919721575766,0.006345919721575763
hiv_aids,catboost,origin_202112,1,urbanizacao,1.579458632253341,0.015794586322533402
hiv_aids,catboost,origin_202112,1,tgt_month,0.14531461930385045,0.0014531461930385038
hiv_aids,catboost,origin_202112,1,mun_id,0.06461445146031392,0.0006461445146031388
hiv_aids,xgboost,origin_202112,1,n_hiv_aids_l0,0.03191863000392914,0.03191863372921944
hiv_aids,xgboost,origin_202112,1,n_hiv_aids_l1,0.0027154304552823305,0.002715430688112974
hiv_aids,xgboost,origin_202112,1,n_hiv_aids_l2,0.004273050464689732,0.004273050930351019
hiv_aids,xgboost,origin_202112,1,n_hiv_aids_l3,0.0013313271338120103,0.0013313272502273321
hiv_aids,xgboost,origin_202112,1,n_hiv_aids_l6,0.0038995426148176193,0.0038995430804789066
hiv_aids,xgboost,origin_202112,1,n_hiv_aids_l12,0.002660777885466814,0.0026607781182974577
hiv_aids,xgboost,origin_202112,1,n_hiv_aids_l13,0.0014992259675636888,0.0014992262003943324
hiv_aids,xgboost,origin_202112,1,n_hiv_aids_r3,0.46657928824424744,0.4665793478488922
hiv_aids,xgboost,origin_202112,1,n_hiv_aids_r6,0.30794471502304077,0.30794474482536316
hiv_aids,xgboost,origin_202112,1,n_hiv_aids_r12,0.14032889902591705,0.14032891392707825
hiv_aids,xgboost,origin_202112,1,evapot_l0,0.0009357593953609467,0.0009357595117762685
hiv_aids,xgboost,origin_202112,1,evapot_l1,0.0010688640177249908,0.0010688641341403127
hiv_aids,xgboost,origin_202112,1,evapot_l3,0.0009051382075995207,0.0009051383240148425
hiv_aids,xgboost,origin_202112,1,evapot_l12,0.001122876419685781,0.0011228765361011028
hiv_aids,xgboost,origin_202112,1,precip_l0,0.001428681774996221,0.001428681891411543
hiv_aids,xgboost,origin_202112,1,precip_l1,0.0010781862074509263,0.0010781863238662481
hiv_aids,xgboost,origin_202112,1,precip_l3,0.0010509045096114278,0.0010509046260267496
hiv_aids,xgboost,origin_202112,1,precip_l12,0.0010437676683068275,0.0010437677847221494
hiv_aids,xgboost,origin_202112,1,temp_min_l0,0.0009354007197543979,0.0009354008361697197
hiv_aids,xgboost,origin_202112,1,temp_min_l1,0.0012958907755091786,0.0012958908919245005
hiv_aids,xgboost,origin_202112,1,temp_min_l3,0.0011120112612843513,0.0011120113776996732
hiv_aids,xgboost,origin_202112,1,temp_min_l12,0.0009225113899447024,0.0009225115063600242
hiv_aids,xgboost,origin_202112,1,temp_max_l0,0.0011807128321379423,0.0011807129485532641
hiv_aids,xgboost,origin_202112,1,temp_max_l1,0.0011171307414770126,0.0011171308578923345
hiv_aids,xgboost,origin_202112,1,temp_max_l3,0.0010108202695846558,0.0010108203859999776
hiv_aids,xgboost,origin_202112,1,temp_max_l12,0.0013461410999298096,0.0013461412163451314
hiv_aids,xgboost,origin_202112,1,umid_l0,0.001096545485779643,0.0010965456021949649
hiv_aids,xgboost,origin_202112,1,umid_l1,0.0010162113467231393,0.0010162114631384611
hiv_aids,xgboost,origin_202112,1,umid_l3,0.0010561764938756824,0.0010561766102910042
hiv_aids,xgboost,origin_202112,1,umid_l12,0.0009745510760694742,0.000974551192484796
hiv_aids,xgboost,origin_202112,1,populacao,0.006346465088427067,0.006346466019749641
hiv_aids,xgboost,origin_202112,1,dens_demog,0.0027881842106580734,0.002788184443488717
hiv_aids,xgboost,origin_202112,1,ppc,0.0016963569214567542,0.0016963571542873979
hiv_aids,xgboost,origin_202112,1,urbanizacao,0.0011701182229444385,0.0011701183393597603
hiv_aids,xgboost,origin_202112,1,tgt_month,0.001740327337756753,0.0017403275705873966
hiv_aids,xgboost,origin_202112,1,mun_id,0.0014093522913753986,0.0014093524077907205
hiv_aids,lgbm,origin_202112,3,n_hiv_aids_l0,209.0,0.034833333333333334
hiv_aids,lgbm,origin_202112,3,n_hiv_aids_l1,75.0,0.0125
hiv_aids,lgbm,origin_202112,3,n_hiv_aids_l2,145.0,0.024166666666666666
hiv_aids,lgbm,origin_202112,3,n_hiv_aids_l3,70.0,0.011666666666666667
hiv_aids,lgbm,origin_202112,3,n_hiv_aids_l6,174.0,0.029
hiv_aids,lgbm,origin_202112,3,n_hiv_aids_l12,184.0,0.030666666666666665
hiv_aids,lgbm,origin_202112,3,n_hiv_aids_l13,111.0,0.0185
hiv_aids,lgbm,origin_202112,3,n_hiv_aids_r3,214.0,0.035666666666666666
hiv_aids,lgbm,origin_202112,3,n_hiv_aids_r6,201.0,0.0335
hiv_aids,lgbm,origin_202112,3,n_hiv_aids_r12,341.0,0.05683333333333333
hiv_aids,lgbm,origin_202112,3,evapot_l0,112.0,0.018666666666666668
hiv_aids,lgbm,origin_202112,3,evapot_l1,152.0,0.025333333333333333
hiv_aids,lgbm,origin_202112,3,evapot_l3,120.0,0.02
hiv_aids,lgbm,origin_202112,3,evapot_l12,143.0,0.023833333333333335
hiv_aids,lgbm,origin_202112,3,precip_l0,192.0,0.032
hiv_aids,lgbm,origin_202112,3,precip_l1,180.0,0.03
hiv_aids,lgbm,origin_202112,3,precip_l3,188.0,0.03133333333333333
hiv_aids,lgbm,origin_202112,3,precip_l12,150.0,0.025
hiv_aids,lgbm,origin_202112,3,temp_min_l0,154.0,0.025666666666666667
hiv_aids,lgbm,origin_202112,3,temp_min_l1,150.0,0.025
hiv_aids,lgbm,origin_202112,3,temp_min_l3,163.0,0.027166666666666665
hiv_aids,lgbm,origin_202112,3,temp_min_l12,146.0,0.024333333333333332
hiv_aids,lgbm,origin_202112,3,temp_max_l0,128.0,0.021333333333333333
hiv_aids,lgbm,origin_202112,3,temp_max_l1,128.0,0.021333333333333333
hiv_aids,lgbm,origin_202112,3,temp_max_l3,117.0,0.0195
hiv_aids,lgbm,origin_202112,3,temp_max_l12,147.0,0.0245
hiv_aids,lgbm,origin_202112,3,umid_l0,149.0,0.024833333333333332
hiv_aids,lgbm,origin_202112,3,umid_l1,187.0,0.031166666666666665
hiv_aids,lgbm,origin_202112,3,umid_l3,166.0,0.027666666666666666
hiv_aids,lgbm,origin_202112,3,umid_l12,168.0,0.028
hiv_aids,lgbm,origin_202112,3,populacao,180.0,0.03
hiv_aids,lgbm,origin_202112,3,dens_demog,131.0,0.021833333333333333
hiv_aids,lgbm,origin_202112,3,ppc,261.0,0.0435
hiv_aids,lgbm,origin_202112,3,urbanizacao,197.0,0.03283333333333333
hiv_aids,lgbm,origin_202112,3,tgt_month,123.0,0.0205
hiv_aids,lgbm,origin_202112,3,mun_id,344.0,0.05733333333333333
hiv_aids,catboost,origin_202112,3,n_hiv_aids_l0,5.90901402179474,0.05909014021794739
hiv_aids,catboost,origin_202112,3,n_hiv_aids_l1,3.466022711671689,0.03466022711671688
hiv_aids,catboost,origin_202112,3,n_hiv_aids_l2,1.5980592043904802,0.015980592043904798
hiv_aids,catboost,origin_202112,3,n_hiv_aids_l3,9.926348304636447,0.09926348304636444
hiv_aids,catboost,origin_202112,3,n_hiv_aids_l6,0.7179550280325615,0.007179550280325613
hiv_aids,catboost,origin_202112,3,n_hiv_aids_l12,5.312096591091041,0.0531209659109104
hiv_aids,catboost,origin_202112,3,n_hiv_aids_l13,5.219109430587631,0.0521910943058763
